drug_name,medical_condition,activity,rx_otc,pregnancy_category,alcohol
Medotar,Psoriasis,0,Rx/OTC,C,N
methoxsalen,Psoriasis,0,Rx,D,N
MG217 Medicated Tar,Psoriasis,0,Rx/OTC,C,N
Neutrogena T/Derm,Psoriasis,0,Rx/OTC,C,N
Neutrogena T/Gel,Psoriasis,0,Rx/OTC,C,N
Nolix,Psoriasis,0,Rx,C,N
Novacort,Psoriasis,0,Rx,C,N
Oxipor VHC,Psoriasis,0,Rx/OTC,C,N
Pramosone,Psoriasis,0,Rx,C,N
prednicarbate,Psoriasis,0,Rx,C,N
Proctofoam HC,Psoriasis,0,Rx,C,N
R A Acne,Psoriasis,0,Rx/OTC,N,N
Resinol,Psoriasis,0,Rx/OTC,N,N
resorcinol,Psoriasis,0,Rx/OTC,N,N
Scytera,Psoriasis,0,Rx/OTC,C,N
Sorilux,Psoriasis,0,Rx,C,N
Synalar Ointment,Psoriasis,0,Rx/OTC,C,N
Tarsum,Psoriasis,0,Rx/OTC,C,N
Theraplex T,Psoriasis,0,Rx/OTC,C,N
Tovet,Psoriasis,0,Rx,C,N
Ultralytic,Psoriasis,0,Rx/OTC,C,N
Ultralytic 2,Psoriasis,0,Rx/OTC,C,N
Ultravate,Psoriasis,0,Rx,C,N
Verdeso,Psoriasis,0,Rx,C,N
Wynzora,Psoriasis,0,Rx,C,N
Yusimry,Psoriasis,0,Rx,B,N
Zithranol,Psoriasis,0,Rx,C,N
Zithranol-RR,Psoriasis,0,Rx,C,N
methotrexate,Rheumatoid Arthritis,100,Rx,X,X
Enbrel,Rheumatoid Arthritis,67,Rx,B,N
Humira,Rheumatoid Arthritis,62,Rx,B,N
sulfasalazine,Rheumatoid Arthritis,56,Rx,B,N
prednisone,Rheumatoid Arthritis,50,Rx,C,N
Actemra,Rheumatoid Arthritis,49,Rx,C,N
hydroxychloroquine,Rheumatoid Arthritis,49,Rx,N,N
meloxicam,Rheumatoid Arthritis,48,Rx,C,X
Celebrex,Rheumatoid Arthritis,46,Rx,C,N
Remicade,Rheumatoid Arthritis,46,Rx,B,N
Plaquenil,Rheumatoid Arthritis,43,Rx,N,N
Cimzia,Rheumatoid Arthritis,41,Rx,B,N
etanercept,Rheumatoid Arthritis,36,Rx,B,N
Simponi,Rheumatoid Arthritis,35,Rx,B,N
adalimumab,Rheumatoid Arthritis,34,Rx,B,N
Azulfidine,Rheumatoid Arthritis,34,Rx,B,N
rituximab,Rheumatoid Arthritis,33,Rx,C,N
tocilizumab,Rheumatoid Arthritis,33,Rx,C,N
infliximab,Rheumatoid Arthritis,32,Rx,B,N
anakinra,Rheumatoid Arthritis,31,Rx,B,N
Avsola,Rheumatoid Arthritis,31,Rx,B,N
certolizumab,Rheumatoid Arthritis,31,Rx,B,N
golimumab,Rheumatoid Arthritis,31,Rx,B,N
Inflectra,Rheumatoid Arthritis,31,Rx,B,N
Kineret,Rheumatoid Arthritis,31,Rx,B,N
Renflexis,Rheumatoid Arthritis,31,Rx,B,N
leflunomide,Rheumatoid Arthritis,22,Rx,X,X
diclofenac,Rheumatoid Arthritis,19,Rx,D,X
Arava,Rheumatoid Arthritis,16,Rx,X,X
Mobic,Rheumatoid Arthritis,16,Rx,C,X
naproxen,Rheumatoid Arthritis,16,Rx/OTC,C,X
celecoxib,Rheumatoid Arthritis,14,Rx,C,N
Orencia,Rheumatoid Arthritis,14,Rx,C,N
ibuprofen,Rheumatoid Arthritis,12,Rx/OTC,C,X
Rituxan,Rheumatoid Arthritis,11,Rx,C,N
Xeljanz,Rheumatoid Arthritis,9,Rx,C,N
acetaminophen / hydrocodone,Rheumatoid Arthritis,8,Rx,C,X
aspirin,Rheumatoid Arthritis,8,Rx/OTC,N,X
atorvastatin,Rheumatoid Arthritis,7,Rx,X,X
Aleve,Rheumatoid Arthritis,5,Rx/OTC,C,X
Arthritis Pain,Rheumatoid Arthritis,5,Rx/OTC,N,X
Aspergum,Rheumatoid Arthritis,5,Rx/OTC,N,X
Aspiritab,Rheumatoid Arthritis,5,Rx/OTC,N,X
Aspirtab,Rheumatoid Arthritis,5,Rx/OTC,N,X
Bayer Aspirin,Rheumatoid Arthritis,5,Rx/OTC,N,X
Bayer Aspirin Extra Strength Plus,Rheumatoid Arthritis,5,Rx/OTC,N,X
Easprin,Rheumatoid Arthritis,5,Rx,N,X
Ecotrin,Rheumatoid Arthritis,5,Rx/OTC,N,X
Ecpirin,Rheumatoid Arthritis,5,Rx/OTC,N,X
Entercote,Rheumatoid Arthritis,5,Rx/OTC,N,X
Genacote,Rheumatoid Arthritis,5,Rx/OTC,N,X
Halfprin,Rheumatoid Arthritis,5,Rx/OTC,N,X
methylprednisolone,Rheumatoid Arthritis,5,Rx,C,N
nabumetone,Rheumatoid Arthritis,5,Rx,C,X
Norwich Aspirin,Rheumatoid Arthritis,5,Rx/OTC,N,X
Rayos,Rheumatoid Arthritis,5,Rx,C,N
Vazalore,Rheumatoid Arthritis,5,Rx/OTC,N,X
Vimovo,Rheumatoid Arthritis,5,Rx,C,X
Voltaren,Rheumatoid Arthritis,5,Rx,D,X
Advil,Rheumatoid Arthritis,4,Rx/OTC,C,X
doxycycline,Rheumatoid Arthritis,4,Rx,D,X
etodolac,Rheumatoid Arthritis,4,Rx,C,X
Motrin,Rheumatoid Arthritis,4,Rx/OTC,C,X
Naprosyn,Rheumatoid Arthritis,4,Rx/OTC,C,X
Proprinal,Rheumatoid Arthritis,4,Rx/OTC,C,X
A-G Profen,Rheumatoid Arthritis,3,Rx/OTC,C,X
Actiprofen,Rheumatoid Arthritis,3,Rx/OTC,C,X
Addaprin,Rheumatoid Arthritis,3,Rx/OTC,C,X
azathioprine,Rheumatoid Arthritis,3,Rx,D,N
Cataflam,Rheumatoid Arthritis,3,Rx,D,X
Duexis,Rheumatoid Arthritis,3,Rx,C,X
Genpril,Rheumatoid Arthritis,3,Rx/OTC,C,X
IBU-200,Rheumatoid Arthritis,3,Rx/OTC,C,X
Medrol,Rheumatoid Arthritis,3,Rx,C,N
Midol IB,Rheumatoid Arthritis,3,Rx/OTC,C,X
Motrin IB,Rheumatoid Arthritis,3,Rx/OTC,C,X
Nuprin,Rheumatoid Arthritis,3,Rx/OTC,C,X
Rasuvo,Rheumatoid Arthritis,3,Rx,X,X
Xeljanz XR,Rheumatoid Arthritis,3,Rx,C,N
Aflaxen,Rheumatoid Arthritis,2,Rx/OTC,C,X
All Day Pain Relief,Rheumatoid Arthritis,2,Rx/OTC,C,X
All Day Relief,Rheumatoid Arthritis,2,Rx/OTC,C,X
Anaprox,Rheumatoid Arthritis,2,Rx/OTC,C,X
Anaprox-DS,Rheumatoid Arthritis,2,Rx/OTC,C,X
Arthrotec,Rheumatoid Arthritis,2,Rx,X,X
Depo-Medrol,Rheumatoid Arthritis,2,Rx,C,N
dexamethasone,Rheumatoid Arthritis,2,Rx,C,N
EC-Naprosyn,Rheumatoid Arthritis,2,Rx/OTC,C,X
Flanax Pain Reliever,Rheumatoid Arthritis,2,Rx/OTC,C,X
Imuran,Rheumatoid Arthritis,2,Rx,D,N
indomethacin,Rheumatoid Arthritis,2,Rx,C,X
Lofena,Rheumatoid Arthritis,2,Rx,D,X
Medrol Dosepak,Rheumatoid Arthritis,2,Rx,C,N
MethylPREDNISolone Dose Pack,Rheumatoid Arthritis,2,Rx,C,N
Naprelan,Rheumatoid Arthritis,2,Rx/OTC,C,X
Otrexup,Rheumatoid Arthritis,2,Rx,X,X
piroxicam,Rheumatoid Arthritis,2,Rx,C,X
RediTrex,Rheumatoid Arthritis,2,Rx,X,X
Simponi Aria,Rheumatoid Arthritis,2,Rx,B,N
sulindac,Rheumatoid Arthritis,2,Rx,C,X
Trexall,Rheumatoid Arthritis,2,Rx,X,X
triamcinolone,Rheumatoid Arthritis,2,Rx,C,N
abatacept,Rheumatoid Arthritis,1,Rx,C,N
acetaminophen / tramadol,Rheumatoid Arthritis,1,Rx,C,X
Aristospan,Rheumatoid Arthritis,1,Rx,C,N
auranofin,Rheumatoid Arthritis,1,Rx,C,N
Azulfidine EN-tabs,Rheumatoid Arthritis,1,Rx,B,N
Clinacort,Rheumatoid Arthritis,1,Rx,C,N
cortisone,Rheumatoid Arthritis,1,Rx,N,N
cyclosporine,Rheumatoid Arthritis,1,Rx,C,N
Daypro,Rheumatoid Arthritis,1,Rx,C,X
De-Sone LA,Rheumatoid Arthritis,1,Rx,C,N
Dexamethasone Intensol,Rheumatoid Arthritis,1,Rx,C,N
diclofenac / misoprostol,Rheumatoid Arthritis,1,Rx,X,X
Dxevo,Rheumatoid Arthritis,1,Rx,C,N
esomeprazole / naproxen,Rheumatoid Arthritis,1,Rx,C,X
Feldene,Rheumatoid Arthritis,1,Rx,C,X
Indocin,Rheumatoid Arthritis,1,Rx,C,X
Indocin SR,Rheumatoid Arthritis,1,Rx,C,X
Kenalog-10,Rheumatoid Arthritis,1,Rx,C,N
Kenalog-40,Rheumatoid Arthritis,1,Rx,C,N
ketoprofen,Rheumatoid Arthritis,1,Rx/OTC,C,X
minocycline,Rheumatoid Arthritis,1,Rx,D,N
mycophenolate mofetil,Rheumatoid Arthritis,1,Rx,D,N
oxaprozin,Rheumatoid Arthritis,1,Rx,C,X
phenytoin,Rheumatoid Arthritis,1,Rx,D,X
Ridaura,Rheumatoid Arthritis,1,Rx,C,N
salsalate,Rheumatoid Arthritis,1,Rx,C,X
Solu-Medrol,Rheumatoid Arthritis,1,Rx,C,N
tofacitinib,Rheumatoid Arthritis,1,Rx,C,N
Abrilada,Rheumatoid Arthritis,0,Rx,B,N
acetaminophen / aspirin,Rheumatoid Arthritis,0,OTC,N,X
Acthar,Rheumatoid Arthritis,0,Rx,C,N
alemtuzumab,Rheumatoid Arthritis,0,Rx,C,N
Amjevita,Rheumatoid Arthritis,0,Rx,B,N
Arthricream,Rheumatoid Arthritis,0,OTC,N,N
Asper-Flex,Rheumatoid Arthritis,0,OTC,N,N
Azasan,Rheumatoid Arthritis,0,Rx,D,N
Boroleum,Rheumatoid Arthritis,0,Rx/OTC,N,N
Castiva Cooling,Rheumatoid Arthritis,0,Rx/OTC,N,N
Clinoril,Rheumatoid Arthritis,0,Rx,C,X
corticotropin,Rheumatoid Arthritis,0,Rx,C,N
Cuprimine,Rheumatoid Arthritis,0,Rx,D,N
cyclophosphamide,Rheumatoid Arthritis,0,Rx,D,N
Cyltezo,Rheumatoid Arthritis,0,Rx,B,N
D-Penamine,Rheumatoid Arthritis,0,Rx,D,N
Depen,Rheumatoid Arthritis,0,Rx,D,N
diflunisal,Rheumatoid Arthritis,0,Rx,C,N
Dolobid,Rheumatoid Arthritis,0,Rx,C,N
Erelzi,Rheumatoid Arthritis,0,Rx,B,N
Eticovo,Rheumatoid Arthritis,0,Rx,B,N
Eucalyptamint,Rheumatoid Arthritis,0,Rx/OTC,N,N
Exocaine Plus,Rheumatoid Arthritis,0,Rx/OTC,N,N
famotidine / ibuprofen,Rheumatoid Arthritis,0,Rx,C,X
fenoprofen,Rheumatoid Arthritis,0,Rx,D,X
Fenortho,Rheumatoid Arthritis,0,Rx,D,X
flurbiprofen,Rheumatoid Arthritis,0,Rx,C,X
Gengraf,Rheumatoid Arthritis,0,Rx,C,N
Gordogesic,Rheumatoid Arthritis,0,Rx/OTC,N,N
H.P. Acthar Gel,Rheumatoid Arthritis,0,Rx,C,N
Hadlima,Rheumatoid Arthritis,0,Rx,B,N
Heet Triple Action,Rheumatoid Arthritis,0,Rx/OTC,N,N
Hulio,Rheumatoid Arthritis,0,Rx,B,N
Hyrimoz,Rheumatoid Arthritis,0,Rx,B,N
interferon gamma-1b,Rheumatoid Arthritis,0,Rx,C,N
Ixifi,Rheumatoid Arthritis,0,Rx,B,N
meclofenamate,Rheumatoid Arthritis,0,Rx,N,X
Mentholatum Deep Heating,Rheumatoid Arthritis,0,Rx/OTC,N,N
methyl salicylate,Rheumatoid Arthritis,0,Rx/OTC,N,N
Myoflex,Rheumatoid Arthritis,0,OTC,N,N
Nalfon,Rheumatoid Arthritis,0,Rx,D,X
Neoral,Rheumatoid Arthritis,0,Rx,C,N
penicillamine,Rheumatoid Arthritis,0,Rx,D,N
Relafen DS,Rheumatoid Arthritis,0,Rx,C,X
Riabni,Rheumatoid Arthritis,0,Rx,C,N
Salonpas Pain Patch,Rheumatoid Arthritis,0,Rx/OTC,N,N
Satogesic,Rheumatoid Arthritis,0,Rx/OTC,N,N
tetracycline,Rheumatoid Arthritis,0,Rx,D,N
tolmetin,Rheumatoid Arthritis,0,Rx,C,X
trolamine salicylate,Rheumatoid Arthritis,0,OTC,N,N
Ximino,Rheumatoid Arthritis,0,Rx,D,N
Xodol,Rheumatoid Arthritis,0,Rx,C,X
Yusimry,Rheumatoid Arthritis,0,Rx,B,N
Seroquel,Schizophrenia,100,Rx,C,X
Latuda,Schizophrenia,95,Rx,B,X
Abilify,Schizophrenia,76,Rx,C,X
risperidone,Schizophrenia,61,Rx,C,X
clozapine,Schizophrenia,58,Rx,B,X
olanzapine,Schizophrenia,56,Rx,C,X
Zyprexa,Schizophrenia,55,Rx,C,X
Risperdal,Schizophrenia,49,Rx,C,X
Abilify Maintena,Schizophrenia,48,Rx,C,X
quetiapine,Schizophrenia,45,Rx,C,X
Fanapt,Schizophrenia,41,Rx,C,X
Aristada,Schizophrenia,38,Rx,C,X
Clozaril,Schizophrenia,38,Rx,B,X
lurasidone,Schizophrenia,37,Rx,B,X
Geodon,Schizophrenia,32,Rx,C,X
aripiprazole,Schizophrenia,31,Rx,C,X
Invega,Schizophrenia,25,Rx,C,X
Seroquel XR,Schizophrenia,24,Rx,C,X
chlorpromazine,Schizophrenia,23,Rx,N,X
Saphris,Schizophrenia,21,Rx,C,X
Invega Sustenna,Schizophrenia,18,Rx,C,X
ziprasidone,Schizophrenia,16,Rx,C,X
Risperdal Consta,Schizophrenia,15,Rx,C,X
loxapine,Schizophrenia,14,Rx,N,X
paliperidone,Schizophrenia,13,Rx,C,X
Zyprexa Zydis,Schizophrenia,10,Rx,C,X
trifluoperazine,Schizophrenia,6,Rx,N,X
Zyprexa Relprevv,Schizophrenia,6,Rx,C,X
Invega Trinza,Schizophrenia,5,Rx,C,X
thioridazine,Schizophrenia,5,Rx,N,X
Abilify MyCite,Schizophrenia,4,Rx,C,X
Aristada Initio,Schizophrenia,4,Rx,C,X
FazaClo,Schizophrenia,4,Rx,B,X
Perseris,Schizophrenia,4,Rx,C,X
thiothixene,Schizophrenia,4,Rx,N,X
asenapine,Schizophrenia,3,Rx,C,X
Zyprexa Intramuscular,Schizophrenia,3,Rx,C,X
Versacloz,Schizophrenia,2,Rx,B,X
Adasuve,Schizophrenia,1,Rx,N,X
iloperidone,Schizophrenia,1,Rx,C,X
Secuado,Schizophrenia,1,Rx,C,X
Invega Hafyera,Schizophrenia,0,Rx,C,X
Keppra,Seizures,98,Rx,C,X
levetiracetam,Seizures,76,Rx,C,X
diazepam,Seizures,53,Rx,D,X
topiramate,Seizures,47,Rx,D,X
Diastat,Seizures,42,Rx,D,X
Dilantin,Seizures,38,Rx,D,X
Trokendi XR,Seizures,36,Rx,D,X
Valtoco,Seizures,36,Rx,D,X
Vimpat,Seizures,35,Rx,C,X
midazolam,Seizures,32,Rx,D,X
Nayzilam,Seizures,32,Rx,D,X
Sabril,Seizures,32,Rx,C,X
vigabatrin,Seizures,31,Rx,C,X
phenobarbital,Seizures,27,Rx,D,X
Trileptal,Seizures,26,Rx,C,X
zonisamide,Seizures,24,Rx,C,X
phenytoin,Seizures,23,Rx,D,X
oxcarbazepine,Seizures,21,Rx,C,X
Zonegran,Seizures,15,Rx,C,X
Keppra XR,Seizures,14,Rx,C,X
Valium,Seizures,13,Rx,D,X
Topamax,Seizures,12,Rx,D,X
valproic acid,Seizures,11,Rx,D,X
primidone,Seizures,10,Rx,N,X
Mysoline,Seizures,9,Rx,N,X
Aptiom,Seizures,8,Rx,C,X
Diastat AcuDial,Seizures,8,Rx,D,X
Zarontin,Seizures,8,Rx,N,X
lacosamide,Seizures,7,Rx,C,X
Phenytoin Sodium,Seizures,7,Rx,D,X
Diazepam Intensol,Seizures,6,Rx,D,X
Gabitril,Seizures,6,Rx,C,X
Oxtellar XR,Seizures,6,Rx,C,X
Diastat Pediatric,Seizures,5,Rx,D,X
Qudexy XR,Seizures,5,Rx,D,X
Vitamin B6,Seizures,5,Rx/OTC,C,N
Briviact,Seizures,4,Rx,C,X
Elepsia XR,Seizures,4,Rx,C,X
Eprontia,Seizures,4,Rx,D,X
ethosuximide,Seizures,4,Rx,N,X
Roweepra,Seizures,4,Rx,C,X
Spritam,Seizures,4,Rx,C,X
Fycompa,Seizures,3,Rx,C,X
Phenytek,Seizures,3,Rx,D,X
Roweepra XR,Seizures,3,Rx,C,X
progesterone,Seizures,2,Rx/OTC,B,N
pyridoxine,Seizures,2,Rx/OTC,C,N
Aminoxin,Seizures,1,Rx/OTC,C,N
brivaracetam,Seizures,1,Rx,C,X
Celontin,Seizures,1,Rx,N,X
eslicarbazepine,Seizures,1,Rx,C,X
methsuximide,Seizures,1,Rx,N,X
perampanel,Seizures,1,Rx,C,X
tiagabine,Seizures,1,Rx,C,X
Zonisade,Seizures,1,Rx,C,X
Vigadrone,Seizures,0,Rx,C,X
Plavix,Stroke,91,Rx,B,N
clopidogrel,Stroke,90,Rx,B,N
aspirin,Stroke,81,Rx/OTC,N,X
Activase,Stroke,14,Rx,C,N
Bayer Aspirin,Stroke,13,Rx/OTC,N,X
Easprin,Stroke,11,Rx,N,X
Ecotrin,Stroke,10,Rx/OTC,N,X
alteplase,Stroke,8,Rx,C,N
Arthritis Pain,Stroke,8,Rx/OTC,N,X
Ascriptin,Stroke,7,Rx/OTC,N,X
Aspergum,Stroke,7,Rx/OTC,N,X
Aspir-Low,Stroke,7,Rx/OTC,N,X
Bayer Aspirin Regimen,Stroke,7,Rx/OTC,N,X
Genacote,Stroke,7,Rx/OTC,N,X
Halfprin,Stroke,7,Rx/OTC,N,X
Aspiritab,Stroke,6,Rx/OTC,N,X
Aspirtab,Stroke,6,Rx/OTC,N,X
Ecpirin,Stroke,6,Rx/OTC,N,X
Entercote,Stroke,6,Rx/OTC,N,X
nimodipine,Stroke,6,Rx,C,X
Norwich Aspirin,Stroke,6,Rx/OTC,N,X
Vazalore,Stroke,6,Rx/OTC,N,X
Bayer Aspirin Extra Strength Plus,Stroke,5,Rx/OTC,N,X
Tamiflu,Swine Flu,100,Rx,C,N
oseltamivir,Swine Flu,41,Rx,C,N
Relenza,Swine Flu,13,Rx,C,N
zanamivir,Swine Flu,12,Rx,C,N
peramivir,Swine Flu,4,Rx,C,N
ciprofloxacin,UTI,84,Rx,C,N
nitrofurantoin,UTI,84,Rx,B,N
Macrobid,UTI,48,Rx,B,N
Cipro,UTI,42,Rx,C,N
sulfamethoxazole / trimethoprim,UTI,37,Rx,D,X
Bactrim,UTI,33,Rx,D,X
amoxicillin,UTI,27,Rx,B,N
Amoxil,UTI,27,Rx,B,N
doxycycline,UTI,22,Rx,D,X
Bactrim DS,UTI,21,Rx,D,X
Augmentin,UTI,18,Rx,B,N
levofloxacin,UTI,16,Rx,C,N
Levaquin,UTI,14,Rx,C,N
amoxicillin / clavulanate,UTI,12,Rx,B,N
ceftriaxone,UTI,12,Rx,B,N
Macrodantin,UTI,12,Rx,B,N
cefuroxime,UTI,10,Rx,B,N
methenamine,UTI,9,Rx/OTC,C,N
Ceftin,UTI,8,Rx,B,N
trimethoprim,UTI,8,Rx,C,N
Vibramycin,UTI,6,Rx,D,X
ampicillin,UTI,5,Rx,B,N
Apo-Amoxi,UTI,5,Rx,B,N
Septra,UTI,5,Rx,D,X
Septra DS,UTI,5,Rx,D,X
Uribel,UTI,5,Rx,C,X
Doxy 100,UTI,4,Rx,D,X
cefixime,UTI,3,Rx,B,N
Cipro I.V.,UTI,3,Rx,C,N
Cipro XR,UTI,3,Rx,C,N
Doryx,UTI,3,Rx,D,X
Doryx MPC,UTI,3,Rx,D,X
Hiprex,UTI,3,Rx/OTC,C,N
Monodox,UTI,3,Rx,D,X
Morgidox,UTI,3,Rx,D,X
Oraxyl,UTI,3,Rx,D,X
Suprax,UTI,3,Rx,B,N
Ancef,UTI,2,Rx,B,N
cefepime,UTI,2,Rx,B,N
cefotaxime,UTI,2,Rx,B,N
Co-trimoxazole,UTI,2,Rx,D,X
Furadantin,UTI,2,Rx,B,N
ofloxacin,UTI,2,Rx,C,N
Zosyn,UTI,2,Rx,B,N
amikacin,UTI,1,Rx,D,N
Amoclan,UTI,1,Rx,B,N
ampicillin / sulbactam,UTI,1,Rx,B,N
Augmentin XR,UTI,1,Rx,B,N
cefadroxil,UTI,1,Rx,B,N
cefazolin,UTI,1,Rx,B,N
ceftazidime,UTI,1,Rx,B,N
cilastatin / imipenem,UTI,1,Rx,C,N
Duricef,UTI,1,Rx,B,N
ertapenem,UTI,1,Rx,B,N
Floxin,UTI,1,Rx,C,N
Invanz,UTI,1,Rx,B,N
Maxipime,UTI,1,Rx,B,N
piperacillin / tazobactam,UTI,1,Rx,B,N
Sulfatrim Pediatric,UTI,1,Rx,D,X
Unasyn,UTI,1,Rx,B,N
Urelle,UTI,1,Rx,C,X
Uro-MP,UTI,1,Rx,C,X
Urogesic Blue,UTI,1,Rx,C,X
Ustell,UTI,1,Rx,C,X
Uta,UTI,1,Rx,C,X
Utira-C,UTI,1,Rx,C,X
Zinacef,UTI,1,Rx,B,N
acetohydroxamic acid,UTI,0,Rx,X,N
Amikin,UTI,0,Rx,D,N
Amikin Pediatric,UTI,0,Rx,D,N
avibactam / ceftazidime,UTI,0,Rx,B,N
Avycaz,UTI,0,Rx,B,N
Azactam,UTI,0,Rx,B,N
aztreonam,UTI,0,Rx,B,N
Azuphen MB,UTI,0,Rx,C,X
cefaclor,UTI,0,Rx,B,N
Cefotan,UTI,0,Rx,B,X
cefotetan,UTI,0,Rx,B,X
cefoxitin,UTI,0,Rx,B,N
ceftolozane / tazobactam,UTI,0,Rx,B,N
Claforan,UTI,0,Rx,B,N
Fortaz,UTI,0,Rx,B,N
Hyolev MB,UTI,0,Rx,C,X
hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,UTI,0,Rx,C,X
hyoscyamine / methenamine / methylene blue / sodium biphosphate,UTI,0,Rx,C,X
Lithostat,UTI,0,Rx,X,N
Phosphasal,UTI,0,Rx,C,X
piperacillin,UTI,0,Rx,B,N
Primaxin IV,UTI,0,Rx,C,N
Primsol,UTI,0,Rx,C,N
Tazicef,UTI,0,Rx,B,N
Uretron DS,UTI,0,Rx,C,X
Urimar-T,UTI,0,Rx,C,X
Urin D/S,UTI,0,Rx,C,X
Uro-458,UTI,0,Rx,C,X
Uro-SP,UTI,0,Rx,C,X
UroAv-81,UTI,0,Rx,C,X
UroAv-B,UTI,0,Rx,C,X
UTICAP,UTI,0,Rx,C,X
Utrona-C,UTI,0,Rx,C,X
Vilamit MB,UTI,0,Rx,C,X
Vilevev MB,UTI,0,Rx,C,X
Zerbaxa,UTI,0,Rx,B,N
phentermine,Weight Loss,95,Rx,X,X
topiramate,Weight Loss,78,Rx,D,X
Adipex-P,Weight Loss,45,Rx,X,X
Topamax,Weight Loss,32,Rx,D,X
Contrave,Weight Loss,23,Rx,X,X
Desoxyn,Weight Loss,23,Rx,C,X
Alli,Weight Loss,18,OTC,X,N
bupropion,Weight Loss,18,Rx,C,X
orlistat,Weight Loss,15,Rx/OTC,X,N
Xenical,Weight Loss,15,Rx,X,N
phendimetrazine,Weight Loss,14,Rx,C,X
diethylpropion,Weight Loss,12,Rx,B,X
Qsymia,Weight Loss,12,Rx,X,X
Saxenda,Weight Loss,12,Rx,C,X
methamphetamine,Weight Loss,9,Rx,C,X
Pregnyl,Weight Loss,6,Rx,X,N
bupropion / naltrexone,Weight Loss,4,Rx,X,X
liraglutide,Weight Loss,4,Rx,C,X
phentermine / topiramate,Weight Loss,4,Rx,X,X
amphetamine,Weight Loss,3,Rx,C,X
Bontril PDM,Weight Loss,3,Rx,C,X
chorionic gonadotropin (hcg),Weight Loss,3,Rx,X,N
cimetidine,Weight Loss,3,Rx/OTC,B,X
Lomaira,Weight Loss,3,Rx,X,X
methylphenidate,Weight Loss,3,Rx,C,X
Atti-Plex P,Weight Loss,2,Rx,X,X
benzphetamine,Weight Loss,2,Rx,X,X
desvenlafaxine,Weight Loss,2,Rx,C,X
Tagamet HB,Weight Loss,2,Rx/OTC,B,X
Evekeo,Weight Loss,1,Rx,C,X
fenfluramine,Weight Loss,1,Rx,C,X
Fendique ER,Weight Loss,0,Rx,C,X
phenobarbital,Jaundice,1,Rx,D,X
nitrofurantoin,Urinary tract infection,0,Rx,B,N
ciprofloxacin,Urinary tract infection,0,Rx,C,N
macrobid,Urinary tract infection,0,Rx,B,N
cipro,Urinary tract infection,0,Rx,C,N
sulfamethoxazole,Urinary tract infection,0,Rx,D,X
bactrim,Urinary tract infection,0,Rx,D,X
amoxicillin,Urinary tract infection,0,Rx,B ,N
Amoxil,Urinary tract infection,0,Rx,B ,N
doxycycline,Urinary tract infection,0,Rx,D,X
Bactrim DS,Urinary tract infection,0,Rx,D,X
Augmentin,Urinary tract infection,0,Rx,B ,N
levofloxacin,Urinary tract infection,0,Rx,C,N
levaquin,Urinary tract infection,0,Rx,C,N
clavulante,Urinary tract infection,0,Rx,B ,N
ceftriaxone,Urinary tract infection,0,Rx,B ,N
Macrodantin,Urinary tract infection,0,Rx,B ,N
cefuroxime,Urinary tract infection,0,Rx,B ,N
methenamine,Urinary tract infection,0,Rx/OTC,C ,N
trimethoprim,Urinary tract infection,0,Rx,C ,N
Ceftin,Urinary tract infection,0,Rx,B ,N
septra DS,Urinary tract infection,0,Rx,D,X
vibramycin,Urinary tract infection,0,Rx,D,X
ampicillin,Urinary tract infection,0,Rx,B ,N
septra   ,Urinary tract infection,0,Rx,D,X
Uribel,Urinary tract infection,0,Rx,C ,X
doxy 100,Urinary tract infection,0,Rx,D,X
cefixime,Urinary tract infection,0,Rx,B ,N
cipro I.V,Urinary tract infection,0,Rx,C ,N
Cipro XR,Urinary tract infection,0,Rx,C ,N
doryx,Urinary tract infection,0,Rx,D,X
doryx MPC,Urinary tract infection,0,Rx,D,X
hiprex,Urinary tract infection,0,Rx/OTC,C ,N
monodox,Urinary tract infection,0,Rx,D,X
morgidox,Urinary tract infection,0,Rx,D,X
oraxyl,Urinary tract infection,0,Rx,D,X
suprax,Urinary tract infection,0,Rx,B ,N
ancef,Urinary tract infection,0,Rx,B ,N
cefepime,Urinary tract infection,0,Rx,B ,N
co-trimoxazole,Urinary tract infection,0,Rx,D,X
ofloxacin,Urinary tract infection,0,Rx,C ,N
zosyn,Urinary tract infection,0,Rx,B ,N
amikacin,Urinary tract infection,0,Rx,D,N
amoclan,Urinary tract infection,0,Rx,B ,N
sulbactam,Urinary tract infection,0,Rx,B ,N
Augmentin XR,Urinary tract infection,0,Rx,B ,N
cefadroxil,Urinary tract infection,0,Rx,B ,N
cefazolin,Urinary tract infection,0,Rx,B,N
cefotaxime,Urinary tract infection,0,Rx,B ,N
ceftazidime,Urinary tract infection,0,Rx,B ,N
imipenem,Urinary tract infection,0,Rx,C ,N
duricef,Urinary tract infection,0,Rx,B ,N
ertapenem,Urinary tract infection,0,Rx,B ,N
floxin,Urinary tract infection,0,Rx,C ,N
furadantin,Urinary tract infection,0,Rx,B ,N
hyophen,Urinary tract infection,0,Rx,B,X
invanz,Urinary tract infection,0,Rx,B ,N
maxipime,Urinary tract infection,0,Rx,B ,N
tazobactam,Urinary tract infection,0,Rx,B ,N
sulfatrim pediatric,Urinary tract infection,0,Rx,D,X
unasyn,Urinary tract infection,0,Rx,B ,N
urelle,Urinary tract infection,0,Rx,C ,X
